ProductID,Name,Price
1,"Adjustable Race",1.6000
2,"Bearing Ball",0.8000
3,"BB Ball Bearing",2.4000
4,"Headset Ball Bearings",0.0000
5,Blade,189.6000
6,"LL Crankarm",380.4000
7,"ML Crankarm",190.8000
8,"HL Crankarm",319.0000
9,"Chainring Bolts",0.0000
10,"Chainring Nut",192.6000
11,Chainring,193.2000
12,"Crown Race",516.8000
13,"Chain Stays",64.8000
14,"Decal 1",195.0000
15,"Decal 2",130.4000
16,"Down Tube",457.8000
17,"Mountain End Caps",590.4000
18,"Road End Caps",592.2000
19,"Touring End Caps",0.0000
20,"Fork End",397.2000
21,Freewheel,531.2000
22,"Flat Washer 1",0.0000
23,"Flat Washer 6",0.0000
24,"Flat Washer 2",0.0000
25,"Flat Washer 9",0.0000
26,"Flat Washer 4",0.0000
27,"Flat Washer 3",415.2000
28,"Flat Washer 8",0.0000
29,"Flat Washer 5",417.6000
30,"Flat Washer 7",418.8000
31,"Fork Crown",350.0000
32,"Front Derailleur Cage",561.6000
33,"Front Derailleur Linkage",0.0000
34,"Guide Pulley",568.0000
35,"LL Grip Tape",142.4000
36,"ML Grip Tape",0.0000
37,"HL Grip Tape",0.0000
38,"Thin-Jam Hex Nut 9",71.8000
39,"Thin-Jam Hex Nut 10",144.0000
40,"Thin-Jam Hex Nut 1",144.4000
41,"Thin-Jam Hex Nut 2",144.8000
42,"Thin-Jam Hex Nut 15",72.6000
43,"Thin-Jam Hex Nut 16",72.8000
44,"Thin-Jam Hex Nut 5",73.0000
45,"Thin-Jam Hex Nut 6",146.4000
46,"Thin-Jam Hex Nut 3",440.4000
47,"Thin-Jam Hex Nut 4",441.6000
48,"Thin-Jam Hex Nut 13",73.8000
49,"Thin-Jam Hex Nut 14",74.0000
50,"Thin-Jam Hex Nut 7",445.2000
51,"Thin-Jam Hex Nut 8",446.4000
52,"Thin-Jam Hex Nut 12",596.8000
53,"Thin-Jam Hex Nut 11",448.8000
54,"Hex Nut 5",150.0000
55,"Hex Nut 6",225.6000
56,"Hex Nut 16",75.4000
57,"Hex Nut 17",151.2000
58,"Hex Nut 7",151.6000
59,"Hex Nut 8",152.0000
60,"Hex Nut 9",152.4000
61,"Hex Nut 22",76.4000
62,"Hex Nut 23",76.6000
63,"Hex Nut 12",76.8000
64,"Hex Nut 13",154.0000
65,"Hex Nut 1",0.0000
66,"Hex Nut 10",464.4000
67,"Hex Nut 11",465.6000
68,"Hex Nut 2",0.0000
69,"Hex Nut 20",78.0000
70,"Hex Nut 21",78.2000
71,"Hex Nut 3",156.8000
72,"Hex Nut 14",471.6000
73,"Hex Nut 15",472.8000
74,"Hex Nut 4",158.0000
75,"Hex Nut 18",475.2000
76,"Hex Nut 19",476.4000
77,"Handlebar Tube",636.8000
78,"Head Tube",79.8000
79,"LL Hub",640.0000
80,"HL Hub",721.8000
81,"Keyed Washer",723.6000
82,"External Lock Washer 3",0.0000
83,"External Lock Washer 4",0.0000
84,"External Lock Washer 9",0.0000
85,"External Lock Washer 5",0.0000
86,"External Lock Washer 7",0.0000
87,"External Lock Washer 6",489.6000
88,"External Lock Washer 1",0.0000
89,"External Lock Washer 8",492.0000
90,"External Lock Washer 2",0.0000
91,"Internal Lock Washer 3",0.0000
92,"Internal Lock Washer 4",0.0000
93,"Internal Lock Washer 9",0.0000
94,"Internal Lock Washer 5",0.0000
95,"Internal Lock Washer 7",0.0000
96,"Internal Lock Washer 6",500.4000
97,"Internal Lock Washer 10",0.0000
98,"Internal Lock Washer 1",0.0000
99,"Internal Lock Washer 8",504.0000
100,"Internal Lock Washer 2",0.0000
101,"Thin-Jam Lock Nut 9",84.4000
102,"Thin-Jam Lock Nut 10",169.2000
103,"Thin-Jam Lock Nut 1",169.6000
104,"Thin-Jam Lock Nut 2",170.0000
105,"Thin-Jam Lock Nut 15",85.2000
106,"Thin-Jam Lock Nut 16",85.4000
107,"Thin-Jam Lock Nut 5",85.6000
108,"Thin-Jam Lock Nut 6",171.6000
109,"Thin-Jam Lock Nut 3",516.0000
110,"Thin-Jam Lock Nut 4",517.2000
111,"Thin-Jam Lock Nut 13",86.4000
112,"Thin-Jam Lock Nut 14",86.6000
113,"Thin-Jam Lock Nut 7",520.8000
114,"Thin-Jam Lock Nut 8",522.0000
115,"Thin-Jam Lock Nut 12",697.6000
116,"Thin-Jam Lock Nut 11",524.4000
117,"Lock Nut 5",175.2000
118,"Lock Nut 6",263.4000
119,"Lock Nut 16",88.0000
120,"Lock Nut 17",176.4000
121,"Lock Nut 7",176.8000
122,"Lock Nut 8",177.2000
123,"Lock Nut 9",177.6000
124,"Lock Nut 22",89.0000
125,"Lock Nut 23",89.2000
126,"Lock Nut 12",89.4000
127,"Lock Nut 13",179.2000
128,"Lock Nut 1",0.0000
129,"Lock Nut 10",540.0000
130,"Lock Nut 11",541.2000
131,"Lock Nut 2",0.0000
132,"Lock Nut 20",90.6000
133,"Lock Nut 21",90.8000
134,"Lock Nut 3",182.0000
135,"Lock Nut 14",547.2000
136,"Lock Nut 15",548.4000
137,"Lock Nut 4",183.2000
138,"Lock Nut 19",734.4000
139,"Lock Nut 18",552.0000
140,"Lock Ring",829.8000
141,"Lower Head Race",184.8000
142,"Lock Washer 4",0.0000
143,"Lock Washer 5",0.0000
144,"Lock Washer 10",0.0000
145,"Lock Washer 6",0.0000
146,"Lock Washer 13",0.0000
147,"Lock Washer 8",0.0000
148,"Lock Washer 1",0.0000
149,"Lock Washer 7",564.0000
150,"Lock Washer 12",0.0000
151,"Lock Washer 2",0.0000
152,"Lock Washer 9",567.6000
153,"Lock Washer 3",0.0000
154,"Lock Washer 11",570.0000
155,"Metal Angle",666.4000
156,"Metal Bar 1",190.8000
157,"Metal Bar 2",573.6000
158,"Metal Plate 2",574.8000
159,"Metal Plate 1",0.0000
160,"Metal Plate 3",577.2000
161,"Metal Sheet 2",482.0000
162,"Metal Sheet 3",483.0000
163,"Metal Sheet 7",774.4000
164,"Metal Sheet 4",485.0000
165,"Metal Sheet 5",388.8000
166,"Metal Sheet 6",389.6000
167,"Metal Sheet 1",585.6000
168,"Metal Tread Plate",0.0000
169,"LL Nipple",196.0000
170,"HL Nipple",196.4000
171,"Paint - Black",688.8000
172,"Paint - Red",98.6000
173,"Paint - Silver",889.2000
174,"Paint - Blue",198.0000
175,"Paint - Yellow",297.6000
176,"Pinch Bolt",0.0000
177,"Cup-Shaped Race",403.2000
178,"Cone-Shaped Race",909.0000
179,Reflector,910.8000
180,"LL Mountain Rim",608.4000
181,"ML Mountain Rim",914.4000
182,"HL Mountain Rim",203.6000
183,"LL Road Rim",306.0000
184,"ML Road Rim",0.0000
185,"HL Road Rim",0.0000
186,"Touring Rim",0.0000
187,"LL Mountain Seat Assembly",133.3400
188,"ML Mountain Seat Assembly",147.1400
189,"HL Mountain Seat Assembly",196.9200
190,"LL Road Seat Assembly",133.3400
191,"ML Road Seat Assembly",147.1400
192,"HL Road Seat Assembly",196.9200
193,"LL Touring Seat Assembly",133.3400
194,"ML Touring Seat Assembly",147.1400
195,"HL Touring Seat Assembly",196.9200
196,"LL Spindle/Axle",418.4000
197,"HL Spindle/Axle",733.6000
198,"LL Shell",630.0000
199,"HL Shell",105.2000
200,Spokes,843.2000
201,"Seat Lug",316.8000
202,Stem,846.4000
203,"Seat Post",848.0000
204,Steerer,955.8000
205,"Seat Stays",851.2000
206,"Seat Tube",213.2000
207,"Top Tube",0.0000
208,"Tension Pulley",214.0000
209,"Rear Derailleur Cage",1222.2000
210,"HL Road Frame - Black, 58",1431.5000
211,"HL Road Frame - Red, 58",1431.5000
212,"Sport-100 Helmet, Red",34.9900
213,"Sport-100 Helmet, Black",34.9900
214,"Mountain Bike Socks, M",9.5000
215,"Mountain Bike Socks, L",9.5000
216,"Sport-100 Helmet, Blue",34.9900
217,"AWC Logo Cap",8.9900
218,"Long-Sleeve Logo Jersey, S",49.9900
219,"Long-Sleeve Logo Jersey, M",49.9900
220,"Long-Sleeve Logo Jersey, L",49.9900
221,"Long-Sleeve Logo Jersey, XL",49.9900
222,"HL Road Frame - Red, 62",1431.5000
223,"HL Road Frame - Red, 44",1431.5000
224,"HL Road Frame - Red, 48",1431.5000
225,"HL Road Frame - Red, 52",1431.5000
226,"HL Road Frame - Red, 56",1431.5000
227,"LL Road Frame - Black, 58",337.2200
228,"LL Road Frame - Black, 60",337.2200
229,"LL Road Frame - Black, 62",337.2200
230,"LL Road Frame - Red, 44",337.2200
231,"LL Road Frame - Red, 48",337.2200
232,"LL Road Frame - Red, 52",337.2200
233,"LL Road Frame - Red, 58",337.2200
234,"LL Road Frame - Red, 60",337.2200
235,"LL Road Frame - Red, 62",337.2200
236,"ML Road Frame - Red, 44",594.8300
237,"ML Road Frame - Red, 48",594.8300
238,"ML Road Frame - Red, 52",594.8300
239,"ML Road Frame - Red, 58",594.8300
240,"ML Road Frame - Red, 60",594.8300
241,"LL Road Frame - Black, 44",337.2200
242,"LL Road Frame - Black, 48",337.2200
243,"LL Road Frame - Black, 52",337.2200
244,"HL Mountain Frame - Silver, 42",1364.5000
245,"HL Mountain Frame - Silver, 44",1364.5000
246,"HL Mountain Frame - Silver, 48",1364.5000
247,"HL Mountain Frame - Silver, 46",1364.5000
248,"HL Mountain Frame - Black, 42",1349.6000
249,"HL Mountain Frame - Black, 44",1349.6000
250,"HL Mountain Frame - Black, 48",1349.6000
251,"HL Mountain Frame - Black, 46",1349.6000
252,"HL Mountain Frame - Black, 38",1349.6000
253,"HL Mountain Frame - Silver, 38",1364.5000
254,"Road-150 Red, 62",3578.2700
255,"Road-150 Red, 44",3578.2700
256,"Road-150 Red, 48",3578.2700
257,"Road-150 Red, 52",3578.2700
258,"Road-150 Red, 56",3578.2700
259,"Road-450 Red, 58",1457.9900
260,"Road-450 Red, 60",1457.9900
261,"Road-450 Red, 44",1457.9900
262,"Road-450 Red, 48",1457.9900
263,"Road-450 Red, 52",1457.9900
264,"Road-650 Red, 58",782.9900
265,"Road-650 Red, 60",782.9900
266,"Road-650 Red, 62",782.9900
267,"Road-650 Red, 44",782.9900
268,"Road-650 Red, 48",782.9900
269,"Road-650 Red, 52",782.9900
270,"Road-650 Black, 58",782.9900
271,"Road-650 Black, 60",782.9900
272,"Road-650 Black, 62",782.9900
273,"Road-650 Black, 44",782.9900
274,"Road-650 Black, 48",782.9900
275,"Road-650 Black, 52",782.9900
276,"Mountain-100 Silver, 38",3399.9900
277,"Mountain-100 Silver, 42",3399.9900
278,"Mountain-100 Silver, 44",3399.9900
279,"Mountain-100 Silver, 48",3399.9900
280,"Mountain-100 Black, 38",3374.9900
281,"Mountain-100 Black, 42",3374.9900
282,"Mountain-100 Black, 44",3374.9900
283,"Mountain-100 Black, 48",3374.9900
284,"Mountain-200 Silver, 38",2319.9900
285,"Mountain-200 Silver, 42",2319.9900
286,"Mountain-200 Silver, 46",2319.9900
287,"Mountain-200 Black, 38",2294.9900
288,"Mountain-200 Black, 42",2294.9900
289,"Mountain-200 Black, 46",2294.9900
290,"Mountain-300 Black, 38",1079.9900
291,"Mountain-300 Black, 40",1079.9900
292,"Mountain-300 Black, 44",1079.9900
293,"Mountain-300 Black, 48",1079.9900
294,"Road-250 Red, 44",2443.3500
295,"Road-250 Red, 48",2443.3500
296,"Road-250 Red, 52",2443.3500
297,"Road-250 Red, 58",2443.3500
298,"Road-250 Black, 44",2443.3500
299,"Road-250 Black, 48",2443.3500
300,"Road-250 Black, 52",2443.3500
301,"Road-250 Black, 58",2443.3500
302,"Road-550-W Yellow, 38",1120.4900
303,"Road-550-W Yellow, 40",1120.4900
304,"Road-550-W Yellow, 42",1120.4900
305,"Road-550-W Yellow, 44",1120.4900
306,"Road-550-W Yellow, 48",1120.4900
307,"LL Fork",148.2200
308,"ML Fork",175.4900
309,"HL Fork",229.4900
310,"LL Headset",34.2000
311,"ML Headset",102.2900
312,"HL Headset",124.7300
313,"LL Mountain Handlebars",44.5400
314,"ML Mountain Handlebars",61.9200
315,"HL Mountain Handlebars",120.2700
316,"LL Road Handlebars",44.5400
317,"ML Road Handlebars",61.9200
318,"HL Road Handlebars",120.2700
319,"ML Mountain Frame - Black, 38",348.7600
320,"LL Mountain Front Wheel",60.7450
321,"ML Mountain Front Wheel",209.0250
322,"HL Mountain Front Wheel",300.2150
323,"LL Road Front Wheel",85.5650
324,"ML Road Front Wheel",248.3850
325,"HL Road Front Wheel",330.0600
326,"Touring Front Wheel",218.0100
327,"ML Road Frame-W - Yellow, 38",594.8300
328,"LL Mountain Rear Wheel",87.7450
329,"ML Mountain Rear Wheel",236.0250
330,"HL Mountain Rear Wheel",327.2150
331,"LL Road Rear Wheel",112.5650
332,"ML Road Rear Wheel",275.3850
333,"HL Road Rear Wheel",357.0600
334,"Touring Rear Wheel",245.0100
335,"ML Mountain Frame - Black, 40",348.7600
336,"ML Mountain Frame - Black, 44",348.7600
337,"ML Mountain Frame - Black, 48",348.7600
338,"ML Road Frame-W - Yellow, 40",594.8300
339,"ML Road Frame-W - Yellow, 42",594.8300
340,"ML Road Frame-W - Yellow, 44",594.8300
341,"ML Road Frame-W - Yellow, 48",594.8300
342,"HL Road Frame - Black, 62",1431.5000
343,"HL Road Frame - Black, 44",1431.5000
344,"HL Road Frame - Black, 48",1431.5000
345,"HL Road Frame - Black, 52",1431.5000
346,"Men's Sports Shorts, S",59.9900
347,"Touring-Panniers, Large",125.0000
348,"Cable Lock",25.0000
349,Minipump,19.9900
350,"Mountain Pump",24.9900
351,"Taillights - Battery-Powered",13.9900
352,"Headlights - Dual-Beam",34.9900
353,"Headlights - Weatherproof",44.9900
354,"Men's Sports Shorts, M",59.9900
355,"Men's Sports Shorts, L",59.9900
356,"Men's Sports Shorts, XL",59.9900
357,"Women's Tights, S",74.9900
358,"Women's Tights, M",74.9900
359,"Women's Tights, L",74.9900
360,"Men's Bib-Shorts, S",89.9900
361,"Men's Bib-Shorts, M",89.9900
362,"Men's Bib-Shorts, L",89.9900
363,"Half-Finger Gloves, S",24.4900
364,"Half-Finger Gloves, M",24.4900
365,"Half-Finger Gloves, L",24.4900
366,"Full-Finger Gloves, S",37.9900
367,"Full-Finger Gloves, M",37.9900
368,"Full-Finger Gloves, L",37.9900
369,"Classic Vest, S",63.5000
370,"Classic Vest, M",63.5000
371,"Classic Vest, L",63.5000
372,"Women's Mountain Shorts, S",69.9900
373,"Women's Mountain Shorts, M",69.9900
374,"Women's Mountain Shorts, L",69.9900
375,"Water Bottle - 30 oz.",4.9900
376,"Mountain Bottle Cage",9.9900
377,"Road Bottle Cage",8.9900
378,"Patch Kit/8 Patches",2.2900
379,"Racing Socks, M",8.9900
380,"Racing Socks, L",8.9900
381,"Hitch Rack - 4-Bike",120.0000
382,"Bike Wash - Dissolver",7.9500
383,"Fender Set - Mountain",21.9800
384,"All-Purpose Bike Stand",159.0000
385,"Hydration Pack - 70 oz.",54.9900
386,"Short-Sleeve Classic Jersey, S",53.9900
387,"Short-Sleeve Classic Jersey, M",53.9900
388,"Short-Sleeve Classic Jersey, L",53.9900
389,"Short-Sleeve Classic Jersey, XL",53.9900
390,"HL Touring Frame - Yellow, 60",1003.9100
391,"LL Touring Frame - Yellow, 62",333.4200
392,"HL Touring Frame - Yellow, 46",1003.9100
393,"HL Touring Frame - Yellow, 50",1003.9100
394,"HL Touring Frame - Yellow, 54",1003.9100
395,"HL Touring Frame - Blue, 46",1003.9100
396,"HL Touring Frame - Blue, 50",1003.9100
397,"HL Touring Frame - Blue, 54",1003.9100
398,"HL Touring Frame - Blue, 60",1003.9100
399,"Rear Derailleur",121.4600
400,"LL Touring Frame - Blue, 50",333.4200
401,"LL Touring Frame - Blue, 54",333.4200
402,"LL Touring Frame - Blue, 58",333.4200
403,"LL Touring Frame - Blue, 62",333.4200
404,"LL Touring Frame - Yellow, 44",333.4200
405,"LL Touring Frame - Yellow, 50",333.4200
406,"LL Touring Frame - Yellow, 54",333.4200
407,"LL Touring Frame - Yellow, 58",333.4200
408,"LL Touring Frame - Blue, 44",333.4200
409,"ML Mountain Frame-W - Silver, 40",364.0900
410,"ML Mountain Frame-W - Silver, 42",364.0900
411,"ML Mountain Frame-W - Silver, 46",364.0900
412,"Rear Brakes",106.5000
413,"LL Mountain Seat/Saddle",27.1200
414,"ML Mountain Seat/Saddle",39.1400
415,"HL Mountain Seat/Saddle",52.6400
416,"LL Road Seat/Saddle",27.1200
417,"ML Road Seat/Saddle",39.1400
418,"HL Road Seat/Saddle",52.6400
419,"LL Touring Seat/Saddle",27.1200
420,"ML Touring Seat/Saddle",39.1400
421,"HL Touring Seat/Saddle",52.6400
422,"LL Mountain Frame - Silver, 42",264.0500
423,"LL Mountain Frame - Silver, 44",264.0500
424,"LL Mountain Frame - Silver, 48",264.0500
425,"LL Mountain Frame - Silver, 52",264.0500
426,"Mountain Tire Tube",4.9900
427,"Road Tire Tube",3.9900
428,"Touring Tire Tube",4.9900
429,"LL Mountain Frame - Black, 42",249.7900
430,"LL Mountain Frame - Black, 44",249.7900
431,"LL Mountain Frame - Black, 48",249.7900
432,"LL Mountain Frame - Black, 52",249.7900
433,"LL Mountain Tire",24.9900
434,"ML Mountain Tire",29.9900
435,"HL Mountain Tire",35.0000
436,"LL Road Tire",21.4900
437,"ML Road Tire",24.9900
438,"HL Road Tire",32.6000
439,"Touring Tire",28.9900
440,"LL Mountain Pedal",40.4900
441,"ML Mountain Pedal",62.0900
442,"HL Mountain Pedal",80.9900
443,"LL Road Pedal",40.4900
444,"ML Road Pedal",62.0900
445,"HL Road Pedal",80.9900
446,"Touring Pedal",80.9900
447,"ML Mountain Frame-W - Silver, 38",364.0900
448,"LL Mountain Frame - Black, 40",249.7900
449,"LL Mountain Frame - Silver, 40",264.0500
450,"Front Derailleur",91.4900
451,"LL Touring Handlebars",46.0900
452,"HL Touring Handlebars",91.5700
453,"Front Brakes",106.5000
454,"LL Crankset",175.4900
455,"ML Crankset",256.4900
456,"HL Crankset",404.9900
457,Chain,20.2400
458,"Touring-2000 Blue, 60",1214.8500
459,"Touring-1000 Yellow, 46",2384.0700
460,"Touring-1000 Yellow, 50",2384.0700
461,"Touring-1000 Yellow, 54",2384.0700
462,"Touring-1000 Yellow, 60",2384.0700
463,"Touring-3000 Blue, 54",742.3500
464,"Touring-3000 Blue, 58",742.3500
465,"Touring-3000 Blue, 62",742.3500
466,"Touring-3000 Yellow, 44",742.3500
467,"Touring-3000 Yellow, 50",742.3500
468,"Touring-3000 Yellow, 54",742.3500
469,"Touring-3000 Yellow, 58",742.3500
470,"Touring-3000 Yellow, 62",742.3500
471,"Touring-1000 Blue, 46",2384.0700
472,"Touring-1000 Blue, 50",2384.0700
473,"Touring-1000 Blue, 54",2384.0700
474,"Touring-1000 Blue, 60",2384.0700
475,"Touring-2000 Blue, 46",1214.8500
476,"Touring-2000 Blue, 50",1214.8500
477,"Touring-2000 Blue, 54",1214.8500
478,"Road-350-W Yellow, 40",1700.9900
479,"Road-350-W Yellow, 42",1700.9900
480,"Road-350-W Yellow, 44",1700.9900
481,"Road-350-W Yellow, 48",1700.9900
482,"Road-750 Black, 58",539.9900
483,"Touring-3000 Blue, 44",742.3500
484,"Touring-3000 Blue, 50",742.3500
485,"Mountain-400-W Silver, 38",769.4900
486,"Mountain-400-W Silver, 40",769.4900
487,"Mountain-400-W Silver, 42",769.4900
488,"Mountain-400-W Silver, 46",769.4900
489,"Mountain-500 Silver, 40",564.9900
490,"Mountain-500 Silver, 42",564.9900
491,"Mountain-500 Silver, 44",564.9900
492,"Mountain-500 Silver, 48",564.9900
493,"Mountain-500 Silver, 52",564.9900
494,"Mountain-500 Black, 40",539.9900
495,"Mountain-500 Black, 42",539.9900
496,"Mountain-500 Black, 44",539.9900
497,"Mountain-500 Black, 48",539.9900
498,"Mountain-500 Black, 52",539.9900
499,"LL Bottom Bracket",53.9900
500,"ML Bottom Bracket",101.2400
501,"HL Bottom Bracket",121.4900
502,"Road-750 Black, 44",539.9900
503,"Road-750 Black, 48",539.9900
504,"Road-750 Black, 52",539.9900
